,name,id,height,weight,base_experience,stats,types,url
483,palkia,484,42,3360,340,"{'hp': 90, 'attack': 120, 'defense': 100, 'special-attack': 150, 'special-defense': 120, 'speed': 100}","['water', 'dragon']",https://pokeapi.co/api/v2/pokemon/484/
484,heatran,485,17,4300,300,"{'hp': 91, 'attack': 90, 'defense': 106, 'special-attack': 130, 'special-defense': 106, 'speed': 77}","['fire', 'steel']",https://pokeapi.co/api/v2/pokemon/485/
485,regigigas,486,37,4200,335,"{'hp': 110, 'attack': 160, 'defense': 110, 'special-attack': 80, 'special-defense': 110, 'speed': 100}",['normal'],https://pokeapi.co/api/v2/pokemon/486/
486,giratina-altered,487,45,7500,340,"{'hp': 150, 'attack': 100, 'defense': 120, 'special-attack': 100, 'special-defense': 120, 'speed': 90}","['ghost', 'dragon']",https://pokeapi.co/api/v2/pokemon/487/
487,cresselia,488,15,856,300,"{'hp': 120, 'attack': 70, 'defense': 110, 'special-attack': 75, 'special-defense': 120, 'speed': 85}",['psychic'],https://pokeapi.co/api/v2/pokemon/488/
488,phione,489,4,31,216,"{'hp': 80, 'attack': 80, 'defense': 80, 'special-attack': 80, 'special-defense': 80, 'speed': 80}",['water'],https://pokeapi.co/api/v2/pokemon/489/
489,manaphy,490,3,14,270,"{'hp': 100, 'attack': 100, 'defense': 100, 'special-attack': 100, 'special-defense': 100, 'speed': 100}",['water'],https://pokeapi.co/api/v2/pokemon/490/
490,darkrai,491,15,505,270,"{'hp': 70, 'attack': 90, 'defense': 90, 'special-attack': 135, 'special-defense': 90, 'speed': 125}",['dark'],https://pokeapi.co/api/v2/pokemon/491/
491,shaymin-land,492,2,21,270,"{'hp': 100, 'attack': 100, 'defense': 100, 'special-attack': 100, 'special-defense': 100, 'speed': 100}",['grass'],https://pokeapi.co/api/v2/pokemon/492/
492,arceus,493,32,3200,324,"{'hp': 120, 'attack': 120, 'defense': 120, 'special-attack': 120, 'special-defense': 120, 'speed': 120}",['normal'],https://pokeapi.co/api/v2/pokemon/493/
493,victini,494,4,40,300,"{'hp': 100, 'attack': 100, 'defense': 100, 'special-attack': 100, 'special-defense': 100, 'speed': 100}","['psychic', 'fire']",https://pokeapi.co/api/v2/pokemon/494/
494,snivy,495,6,81,62,"{'hp': 45, 'attack': 45, 'defense': 55, 'special-attack': 45, 'special-defense': 55, 'speed': 63}",['grass'],https://pokeapi.co/api/v2/pokemon/495/
495,servine,496,8,160,145,"{'hp': 60, 'attack': 60, 'defense': 75, 'special-attack': 60, 'special-defense': 75, 'speed': 83}",['grass'],https://pokeapi.co/api/v2/pokemon/496/
496,serperior,497,33,630,238,"{'hp': 75, 'attack': 75, 'defense': 95, 'special-attack': 75, 'special-defense': 95, 'speed': 113}",['grass'],https://pokeapi.co/api/v2/pokemon/497/
497,tepig,498,5,99,62,"{'hp': 65, 'attack': 63, 'defense': 45, 'special-attack': 45, 'special-defense': 45, 'speed': 45}",['fire'],https://pokeapi.co/api/v2/pokemon/498/
498,pignite,499,10,555,146,"{'hp': 90, 'attack': 93, 'defense': 55, 'special-attack': 70, 'special-defense': 55, 'speed': 55}","['fire', 'fighting']",https://pokeapi.co/api/v2/pokemon/499/
499,emboar,500,16,1500,238,"{'hp': 110, 'attack': 123, 'defense': 65, 'special-attack': 100, 'special-defense': 65, 'speed': 65}","['fire', 'fighting']",https://pokeapi.co/api/v2/pokemon/500/
500,oshawott,501,5,59,62,"{'hp': 55, 'attack': 55, 'defense': 45, 'special-attack': 63, 'special-defense': 45, 'speed': 45}",['water'],https://pokeapi.co/api/v2/pokemon/501/
501,dewott,502,8,245,145,"{'hp': 75, 'attack': 75, 'defense': 60, 'special-attack': 83, 'special-defense': 60, 'speed': 60}",['water'],https://pokeapi.co/api/v2/pokemon/502/
502,samurott,503,15,946,238,"{'hp': 95, 'attack': 100, 'defense': 85, 'special-attack': 108, 'special-defense': 70, 'speed': 70}",['water'],https://pokeapi.co/api/v2/pokemon/503/
503,patrat,504,5,116,51,"{'hp': 45, 'attack': 55, 'defense': 39, 'special-attack': 35, 'special-defense': 39, 'speed': 42}",['normal'],https://pokeapi.co/api/v2/pokemon/504/
504,watchog,505,11,270,147,"{'hp': 60, 'attack': 85, 'defense': 69, 'special-attack': 60, 'special-defense': 69, 'speed': 77}",['normal'],https://pokeapi.co/api/v2/pokemon/505/
505,lillipup,506,4,41,55,"{'hp': 45, 'attack': 60, 'defense': 45, 'special-attack': 25, 'special-defense': 45, 'speed': 55}",['normal'],https://pokeapi.co/api/v2/pokemon/506/
506,herdier,507,9,147,130,"{'hp': 65, 'attack': 80, 'defense': 65, 'special-attack': 35, 'special-defense': 65, 'speed': 60}",['normal'],https://pokeapi.co/api/v2/pokemon/507/
507,stoutland,508,12,610,250,"{'hp': 85, 'attack': 110, 'defense': 90, 'special-attack': 45, 'special-defense': 90, 'speed': 80}",['normal'],https://pokeapi.co/api/v2/pokemon/508/
508,purrloin,509,4,101,56,"{'hp': 41, 'attack': 50, 'defense': 37, 'special-attack': 50, 'special-defense': 37, 'speed': 66}",['dark'],https://pokeapi.co/api/v2/pokemon/509/
509,liepard,510,11,375,156,"{'hp': 64, 'attack': 88, 'defense': 50, 'special-attack': 88, 'special-defense': 50, 'speed': 106}",['dark'],https://pokeapi.co/api/v2/pokemon/510/
510,pansage,511,6,105,63,"{'hp': 50, 'attack': 53, 'defense': 48, 'special-attack': 53, 'special-defense': 48, 'speed': 64}",['grass'],https://pokeapi.co/api/v2/pokemon/511/
511,simisage,512,11,305,174,"{'hp': 75, 'attack': 98, 'defense': 63, 'special-attack': 98, 'special-defense': 63, 'speed': 101}",['grass'],https://pokeapi.co/api/v2/pokemon/512/
512,pansear,513,6,110,63,"{'hp': 50, 'attack': 53, 'defense': 48, 'special-attack': 53, 'special-defense': 48, 'speed': 64}",['fire'],https://pokeapi.co/api/v2/pokemon/513/
513,simisear,514,10,280,174,"{'hp': 75, 'attack': 98, 'defense': 63, 'special-attack': 98, 'special-defense': 63, 'speed': 101}",['fire'],https://pokeapi.co/api/v2/pokemon/514/
514,panpour,515,6,135,63,"{'hp': 50, 'attack': 53, 'defense': 48, 'special-attack': 53, 'special-defense': 48, 'speed': 64}",['water'],https://pokeapi.co/api/v2/pokemon/515/
515,simipour,516,10,290,174,"{'hp': 75, 'attack': 98, 'defense': 63, 'special-attack': 98, 'special-defense': 63, 'speed': 101}",['water'],https://pokeapi.co/api/v2/pokemon/516/
516,munna,517,6,233,58,"{'hp': 76, 'attack': 25, 'defense': 45, 'special-attack': 67, 'special-defense': 55, 'speed': 24}",['psychic'],https://pokeapi.co/api/v2/pokemon/517/
517,musharna,518,11,605,170,"{'hp': 116, 'attack': 55, 'defense': 85, 'special-attack': 107, 'special-defense': 95, 'speed': 29}",['psychic'],https://pokeapi.co/api/v2/pokemon/518/
518,pidove,519,3,21,53,"{'hp': 50, 'attack': 55, 'defense': 50, 'special-attack': 36, 'special-defense': 30, 'speed': 43}","['normal', 'flying']",https://pokeapi.co/api/v2/pokemon/519/
519,tranquill,520,6,150,125,"{'hp': 62, 'attack': 77, 'defense': 62, 'special-attack': 50, 'special-defense': 42, 'speed': 65}","['normal', 'flying']",https://pokeapi.co/api/v2/pokemon/520/
520,unfezant,521,12,290,244,"{'hp': 80, 'attack': 115, 'defense': 80, 'special-attack': 65, 'special-defense': 55, 'speed': 93}","['normal', 'flying']",https://pokeapi.co/api/v2/pokemon/521/
521,blitzle,522,8,298,59,"{'hp': 45, 'attack': 60, 'defense': 32, 'special-attack': 50, 'special-defense': 32, 'speed': 76}",['electric'],https://pokeapi.co/api/v2/pokemon/522/
522,zebstrika,523,16,795,174,"{'hp': 75, 'attack': 100, 'defense': 63, 'special-attack': 80, 'special-defense': 63, 'speed': 116}",['electric'],https://pokeapi.co/api/v2/pokemon/523/
523,roggenrola,524,4,180,56,"{'hp': 55, 'attack': 75, 'defense': 85, 'special-attack': 25, 'special-defense': 25, 'speed': 15}",['rock'],https://pokeapi.co/api/v2/pokemon/524/
524,boldore,525,9,1020,137,"{'hp': 70, 'attack': 105, 'defense': 105, 'special-attack': 50, 'special-defense': 40, 'speed': 20}",['rock'],https://pokeapi.co/api/v2/pokemon/525/
525,gigalith,526,17,2600,258,"{'hp': 85, 'attack': 135, 'defense': 130, 'special-attack': 60, 'special-defense': 80, 'speed': 25}",['rock'],https://pokeapi.co/api/v2/pokemon/526/
526,woobat,527,4,21,65,"{'hp': 65, 'attack': 45, 'defense': 43, 'special-attack': 55, 'special-defense': 43, 'speed': 72}","['psychic', 'flying']",https://pokeapi.co/api/v2/pokemon/527/
527,swoobat,528,9,105,149,"{'hp': 67, 'attack': 57, 'defense': 55, 'special-attack': 77, 'special-defense': 55, 'speed': 114}","['psychic', 'flying']",https://pokeapi.co/api/v2/pokemon/528/
528,drilbur,529,3,85,66,"{'hp': 60, 'attack': 85, 'defense': 40, 'special-attack': 30, 'special-defense': 45, 'speed': 68}",['ground'],https://pokeapi.co/api/v2/pokemon/529/
529,excadrill,530,7,404,178,"{'hp': 110, 'attack': 135, 'defense': 60, 'special-attack': 50, 'special-defense': 65, 'speed': 88}","['ground', 'steel']",https://pokeapi.co/api/v2/pokemon/530/
530,audino,531,11,310,390,"{'hp': 103, 'attack': 60, 'defense': 86, 'special-attack': 60, 'special-defense': 86, 'speed': 50}",['normal'],https://pokeapi.co/api/v2/pokemon/531/
531,timburr,532,6,125,61,"{'hp': 75, 'attack': 80, 'defense': 55, 'special-attack': 25, 'special-defense': 35, 'speed': 35}",['fighting'],https://pokeapi.co/api/v2/pokemon/532/
532,gurdurr,533,12,400,142,"{'hp': 85, 'attack': 105, 'defense': 85, 'special-attack': 40, 'special-defense': 50, 'speed': 40}",['fighting'],https://pokeapi.co/api/v2/pokemon/533/
533,conkeldurr,534,14,870,253,"{'hp': 105, 'attack': 140, 'defense': 95, 'special-attack': 55, 'special-defense': 65, 'speed': 45}",['fighting'],https://pokeapi.co/api/v2/pokemon/534/
534,tympole,535,5,45,59,"{'hp': 50, 'attack': 50, 'defense': 40, 'special-attack': 50, 'special-defense': 40, 'speed': 64}",['water'],https://pokeapi.co/api/v2/pokemon/535/
535,palpitoad,536,8,170,134,"{'hp': 75, 'attack': 65, 'defense': 55, 'special-attack': 65, 'special-defense': 55, 'speed': 69}","['water', 'ground']",https://pokeapi.co/api/v2/pokemon/536/
536,seismitoad,537,15,620,255,"{'hp': 105, 'attack': 95, 'defense': 75, 'special-attack': 85, 'special-defense': 75, 'speed': 74}","['water', 'ground']",https://pokeapi.co/api/v2/pokemon/537/
537,throh,538,13,555,163,"{'hp': 120, 'attack': 100, 'defense': 85, 'special-attack': 30, 'special-defense': 85, 'speed': 45}",['fighting'],https://pokeapi.co/api/v2/pokemon/538/
538,sawk,539,14,510,163,"{'hp': 75, 'attack': 125, 'defense': 75, 'special-attack': 30, 'special-defense': 75, 'speed': 85}",['fighting'],https://pokeapi.co/api/v2/pokemon/539/
539,sewaddle,540,3,25,62,"{'hp': 45, 'attack': 53, 'defense': 70, 'special-attack': 40, 'special-defense': 60, 'speed': 42}","['bug', 'grass']",https://pokeapi.co/api/v2/pokemon/540/
540,swadloon,541,5,73,133,"{'hp': 55, 'attack': 63, 'defense': 90, 'special-attack': 50, 'special-defense': 80, 'speed': 42}","['bug', 'grass']",https://pokeapi.co/api/v2/pokemon/541/
541,leavanny,542,12,205,225,"{'hp': 75, 'attack': 103, 'defense': 80, 'special-attack': 70, 'special-defense': 80, 'speed': 92}","['bug', 'grass']",https://pokeapi.co/api/v2/pokemon/542/
542,venipede,543,4,53,52,"{'hp': 30, 'attack': 45, 'defense': 59, 'special-attack': 30, 'special-defense': 39, 'speed': 57}","['bug', 'poison']",https://pokeapi.co/api/v2/pokemon/543/
543,whirlipede,544,12,585,126,"{'hp': 40, 'attack': 55, 'defense': 99, 'special-attack': 40, 'special-defense': 79, 'speed': 47}","['bug', 'poison']",https://pokeapi.co/api/v2/pokemon/544/
544,scolipede,545,25,2005,243,"{'hp': 60, 'attack': 100, 'defense': 89, 'special-attack': 55, 'special-defense': 69, 'speed': 112}","['bug', 'poison']",https://pokeapi.co/api/v2/pokemon/545/
545,cottonee,546,3,6,56,"{'hp': 40, 'attack': 27, 'defense': 60, 'special-attack': 37, 'special-defense': 50, 'speed': 66}","['grass', 'fairy']",https://pokeapi.co/api/v2/pokemon/546/
546,whimsicott,547,7,66,168,"{'hp': 60, 'attack': 67, 'defense': 85, 'special-attack': 77, 'special-defense': 75, 'speed': 116}","['grass', 'fairy']",https://pokeapi.co/api/v2/pokemon/547/
547,petilil,548,5,66,56,"{'hp': 45, 'attack': 35, 'defense': 50, 'special-attack': 70, 'special-defense': 50, 'speed': 30}",['grass'],https://pokeapi.co/api/v2/pokemon/548/
548,lilligant,549,11,163,168,"{'hp': 70, 'attack': 60, 'defense': 75, 'special-attack': 110, 'special-defense': 75, 'speed': 90}",['grass'],https://pokeapi.co/api/v2/pokemon/549/
549,basculin-red-striped,550,10,180,161,"{'hp': 70, 'attack': 92, 'defense': 65, 'special-attack': 80, 'special-defense': 55, 'speed': 98}",['water'],https://pokeapi.co/api/v2/pokemon/550/
550,sandile,551,7,152,58,"{'hp': 50, 'attack': 72, 'defense': 35, 'special-attack': 35, 'special-defense': 35, 'speed': 65}","['ground', 'dark']",https://pokeapi.co/api/v2/pokemon/551/
551,krokorok,552,10,334,123,"{'hp': 60, 'attack': 82, 'defense': 45, 'special-attack': 45, 'special-defense': 45, 'speed': 74}","['ground', 'dark']",https://pokeapi.co/api/v2/pokemon/552/
552,krookodile,553,15,963,260,"{'hp': 95, 'attack': 117, 'defense': 80, 'special-attack': 65, 'special-defense': 70, 'speed': 92}","['ground', 'dark']",https://pokeapi.co/api/v2/pokemon/553/
553,darumaka,554,6,375,63,"{'hp': 70, 'attack': 90, 'defense': 45, 'special-attack': 15, 'special-defense': 45, 'speed': 50}",['fire'],https://pokeapi.co/api/v2/pokemon/554/
554,darmanitan-standard,555,13,929,168,"{'hp': 105, 'attack': 140, 'defense': 55, 'special-attack': 30, 'special-defense': 55, 'speed': 95}",['fire'],https://pokeapi.co/api/v2/pokemon/555/
555,maractus,556,10,280,161,"{'hp': 75, 'attack': 86, 'defense': 67, 'special-attack': 106, 'special-defense': 67, 'speed': 60}",['grass'],https://pokeapi.co/api/v2/pokemon/556/
556,dwebble,557,3,145,65,"{'hp': 50, 'attack': 65, 'defense': 85, 'special-attack': 35, 'special-defense': 35, 'speed': 55}","['bug', 'rock']",https://pokeapi.co/api/v2/pokemon/557/
557,crustle,558,14,2000,170,"{'hp': 70, 'attack': 105, 'defense': 125, 'special-attack': 65, 'special-defense': 75, 'speed': 45}","['bug', 'rock']",https://pokeapi.co/api/v2/pokemon/558/
558,scraggy,559,6,118,70,"{'hp': 50, 'attack': 75, 'defense': 70, 'special-attack': 35, 'special-defense': 70, 'speed': 48}","['dark', 'fighting']",https://pokeapi.co/api/v2/pokemon/559/
559,scrafty,560,11,300,171,"{'hp': 65, 'attack': 90, 'defense': 115, 'special-attack': 45, 'special-defense': 115, 'speed': 58}","['dark', 'fighting']",https://pokeapi.co/api/v2/pokemon/560/
560,sigilyph,561,14,140,172,"{'hp': 72, 'attack': 58, 'defense': 80, 'special-attack': 103, 'special-defense': 80, 'speed': 97}","['psychic', 'flying']",https://pokeapi.co/api/v2/pokemon/561/
561,yamask,562,5,15,61,"{'hp': 38, 'attack': 30, 'defense': 85, 'special-attack': 55, 'special-defense': 65, 'speed': 30}",['ghost'],https://pokeapi.co/api/v2/pokemon/562/
562,cofagrigus,563,17,765,169,"{'hp': 58, 'attack': 50, 'defense': 145, 'special-attack': 95, 'special-defense': 105, 'speed': 30}",['ghost'],https://pokeapi.co/api/v2/pokemon/563/
563,tirtouga,564,7,165,71,"{'hp': 54, 'attack': 78, 'defense': 103, 'special-attack': 53, 'special-defense': 45, 'speed': 22}","['water', 'rock']",https://pokeapi.co/api/v2/pokemon/564/
564,carracosta,565,12,810,173,"{'hp': 74, 'attack': 108, 'defense': 133, 'special-attack': 83, 'special-defense': 65, 'speed': 32}","['water', 'rock']",https://pokeapi.co/api/v2/pokemon/565/
565,archen,566,5,95,71,"{'hp': 55, 'attack': 112, 'defense': 45, 'special-attack': 74, 'special-defense': 45, 'speed': 70}","['rock', 'flying']",https://pokeapi.co/api/v2/pokemon/566/
566,archeops,567,14,320,177,"{'hp': 75, 'attack': 140, 'defense': 65, 'special-attack': 112, 'special-defense': 65, 'speed': 110}","['rock', 'flying']",https://pokeapi.co/api/v2/pokemon/567/
567,trubbish,568,6,310,66,"{'hp': 50, 'attack': 50, 'defense': 62, 'special-attack': 40, 'special-defense': 62, 'speed': 65}",['poison'],https://pokeapi.co/api/v2/pokemon/568/
568,garbodor,569,19,1073,166,"{'hp': 80, 'attack': 95, 'defense': 82, 'special-attack': 60, 'special-defense': 82, 'speed': 75}",['poison'],https://pokeapi.co/api/v2/pokemon/569/
569,zorua,570,7,125,66,"{'hp': 40, 'attack': 65, 'defense': 40, 'special-attack': 80, 'special-defense': 40, 'speed': 65}",['dark'],https://pokeapi.co/api/v2/pokemon/570/
570,zoroark,571,16,811,179,"{'hp': 60, 'attack': 105, 'defense': 60, 'special-attack': 120, 'special-defense': 60, 'speed': 105}",['dark'],https://pokeapi.co/api/v2/pokemon/571/
571,minccino,572,4,58,60,"{'hp': 55, 'attack': 50, 'defense': 40, 'special-attack': 40, 'special-defense': 40, 'speed': 75}",['normal'],https://pokeapi.co/api/v2/pokemon/572/
572,cinccino,573,5,75,165,"{'hp': 75, 'attack': 95, 'defense': 60, 'special-attack': 65, 'special-defense': 60, 'speed': 115}",['normal'],https://pokeapi.co/api/v2/pokemon/573/
573,gothita,574,4,58,58,"{'hp': 45, 'attack': 30, 'defense': 50, 'special-attack': 55, 'special-defense': 65, 'speed': 45}",['psychic'],https://pokeapi.co/api/v2/pokemon/574/
574,gothorita,575,7,180,137,"{'hp': 60, 'attack': 45, 'defense': 70, 'special-attack': 75, 'special-defense': 85, 'speed': 55}",['psychic'],https://pokeapi.co/api/v2/pokemon/575/
575,gothitelle,576,15,440,245,"{'hp': 70, 'attack': 55, 'defense': 95, 'special-attack': 95, 'special-defense': 110, 'speed': 65}",['psychic'],https://pokeapi.co/api/v2/pokemon/576/
576,solosis,577,3,10,58,"{'hp': 45, 'attack': 30, 'defense': 40, 'special-attack': 105, 'special-defense': 50, 'speed': 20}",['psychic'],https://pokeapi.co/api/v2/pokemon/577/
577,duosion,578,6,80,130,"{'hp': 65, 'attack': 40, 'defense': 50, 'special-attack': 125, 'special-defense': 60, 'speed': 30}",['psychic'],https://pokeapi.co/api/v2/pokemon/578/
578,reuniclus,579,10,201,245,"{'hp': 110, 'attack': 65, 'defense': 75, 'special-attack': 125, 'special-defense': 85, 'speed': 30}",['psychic'],https://pokeapi.co/api/v2/pokemon/579/
579,ducklett,580,5,55,61,"{'hp': 62, 'attack': 44, 'defense': 50, 'special-attack': 44, 'special-defense': 50, 'speed': 55}","['water', 'flying']",https://pokeapi.co/api/v2/pokemon/580/
580,swanna,581,13,242,166,"{'hp': 75, 'attack': 87, 'defense': 63, 'special-attack': 87, 'special-defense': 63, 'speed': 98}","['water', 'flying']",https://pokeapi.co/api/v2/pokemon/581/
581,vanillite,582,4,57,61,"{'hp': 36, 'attack': 50, 'defense': 50, 'special-attack': 65, 'special-defense': 60, 'speed': 44}",['ice'],https://pokeapi.co/api/v2/pokemon/582/
582,vanillish,583,11,410,138,"{'hp': 51, 'attack': 65, 'defense': 65, 'special-attack': 80, 'special-defense': 75, 'speed': 59}",['ice'],https://pokeapi.co/api/v2/pokemon/583/
583,vanilluxe,584,13,575,268,"{'hp': 71, 'attack': 95, 'defense': 85, 'special-attack': 110, 'special-defense': 95, 'speed': 79}",['ice'],https://pokeapi.co/api/v2/pokemon/584/
584,deerling,585,6,195,67,"{'hp': 60, 'attack': 60, 'defense': 50, 'special-attack': 40, 'special-defense': 50, 'speed': 75}","['normal', 'grass']",https://pokeapi.co/api/v2/pokemon/585/
585,sawsbuck,586,19,925,166,"{'hp': 80, 'attack': 100, 'defense': 70, 'special-attack': 60, 'special-defense': 70, 'speed': 95}","['normal', 'grass']",https://pokeapi.co/api/v2/pokemon/586/
586,emolga,587,4,50,150,"{'hp': 55, 'attack': 75, 'defense': 60, 'special-attack': 75, 'special-defense': 60, 'speed': 103}","['electric', 'flying']",https://pokeapi.co/api/v2/pokemon/587/
587,karrablast,588,5,59,63,"{'hp': 50, 'attack': 75, 'defense': 45, 'special-attack': 40, 'special-defense': 45, 'speed': 60}",['bug'],https://pokeapi.co/api/v2/pokemon/588/
588,escavalier,589,10,330,173,"{'hp': 70, 'attack': 135, 'defense': 105, 'special-attack': 60, 'special-defense': 105, 'speed': 20}","['bug', 'steel']",https://pokeapi.co/api/v2/pokemon/589/
589,foongus,590,2,10,59,"{'hp': 69, 'attack': 55, 'defense': 45, 'special-attack': 55, 'special-defense': 55, 'speed': 15}","['grass', 'poison']",https://pokeapi.co/api/v2/pokemon/590/
